miRTarBase ID	miRNA	Species (miRNA)	Target Gene	Target Gene (Entrez ID)	Species (Target Gene)	Experiments	Support Type	References (PMID)				
MIRT053254	hsa-miR-199b-5p	Homo sapiens	JAG1	182	Homo sapiens	In situ hybridization//Luciferase reporter assay//Next Generation Sequencing (NGS)//qRT-PCR//Western blot	Functional MTI	24659709				
MIRT053254	hsa-miR-199b-5p	Homo sapiens	JAG1	182	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27957826				
MIRT053288	hsa-miR-124-3p	Homo sapiens	JAG1	182	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22336710				
MIRT053288	hsa-miR-124-3p	Homo sapiens	JAG1	182	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26612211				
MIRT053289	hsa-miR-214-3p	Homo sapiens	JAG1	182	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22336710				
MIRT438596	hsa-miR-199a-5p	Homo sapiens	JAG1	182	Homo sapiens	ChIP-seq//FACS//Immunofluorescence//Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	23764775				
MIRT732280	hsa-miR-26a-5p	Homo sapiens	JAG1	182	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27270422				
MIRT732781	hsa-miR-410-3p	Homo sapiens	JAG1	182	Homo sapiens	Immunofluorescence//Microarray//qRT-PCR//Western blot	Functional MTI	25998143				
MIRT734232	hsa-miR-26b-5p	Homo sapiens	JAG1	182	Homo sapiens	Luciferase reporter assay	Functional MTI	28203521				
MIRT731729	hsa-miR-410-3p	Homo sapiens	JAG2	3714	Homo sapiens	Immunofluorescence//Microarray//qRT-PCR//Western blot	Functional MTI	25998143				
MIRT000482	hsa-miR-17-5p	Homo sapiens	JAK1	3716	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	20299512				
MIRT020460	hsa-miR-106b-5p	Homo sapiens	JAK1	3716	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25307786				
MIRT054776	hsa-miR-107	Homo sapiens	JAK1	3716	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot//Coimmunoprecipitation//Chromatin immunoprecipitation//Immunofluorescence microscopy	Functional MTI	24429361				
MIRT727407	hsa-miR-30c-5p	Homo sapiens	JAK1	3716	Homo sapiens	Luciferase reporter assay	Functional MTI	26826240				
MIRT731191	hsa-miR-373-3p	Homo sapiens	JAK1	3716	Homo sapiens	Immunoprecipitaion//qRT-PCR//Luciferase reporter assay//Western blot	Functional MTI	25589644				
MIRT000707	hsa-miR-135a-5p	Homo sapiens	JAK2	3717	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	19666866				
MIRT000707	hsa-miR-135a-5p	Homo sapiens	JAK2	3717	Homo sapiens	qRT-PCR//Western blot	Functional MTI	22310976				
MIRT001749	hsa-miR-375	Homo sapiens	JAK2	3717	Homo sapiens	Luciferase reporter assay//Western blot//Reporter assay	Western blot	Functional MTI	20548334			
MIRT001749	hsa-miR-375	Homo sapiens	JAK2	3717	Homo sapiens	Reporter assay	Functional MTI	15806104				
MIRT001749	hsa-miR-375	Homo sapiens	JAK2	3717	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24718681				
MIRT001749	hsa-miR-375	Homo sapiens	JAK2	3717	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	25055044				
MIRT001749	hsa-miR-375	Homo sapiens	JAK2	3717	Homo sapiens	Western blot	Functional MTI	28186962				
MIRT001749	hsa-miR-375	Homo sapiens	JAK2	3717	Homo sapiens	Luciferase reporter assay	Functional MTI	28006751				
MIRT379479	hsa-miR-101-3p	Homo sapiens	JAK2	3717	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26498873				
MIRT734987	hsa-miR-125b-5p	Homo sapiens	JAK2	3717	Homo sapiens	qRT-PCR//Western blot	Functional MTI	26011312				
MIRT734988	hsa-miR-125a-5p	Homo sapiens	JAK2	3717	Homo sapiens	qRT-PCR//Western blot	Functional MTI	26011312				
MIRT735041	hsa-miR-216a-5p	Homo sapiens	JAK2	3717	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26149212				
MIRT735423	hsa-miR-204-5p	Homo sapiens	JAK2	3717	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27323056				
MIRT732586	hsa-miR-198	Homo sapiens	JAK3	3718	Homo sapiens	Western blot	Functional MTI	27063186				
MIRT732995	hsa-miR-29b-1-5p	Homo sapiens	JAK3	3718	Homo sapiens	Western blot	Functional MTI	27063186				
MIRT001075	hsa-miR-155-5p	Homo sapiens	JARID2	3720	Homo sapiens	qRT-PCR//Luciferase reporter assay	Functional MTI	19759154				
MIRT001075	hsa-miR-155-5p	Homo sapiens	JARID2	3720	Homo sapiens	Luciferase reporter assay	Functional MTI	23185331				
MIRT001075	hsa-miR-155-5p	Homo sapiens	JARID2	3720	Homo sapiens	Reporter assay	Other	Functional MTI	20584899			
MIRT001075	hsa-miR-155-5p	Homo sapiens	JARID2	3720	Homo sapiens	In situ hybridization//Luciferase reporter assay	Functional MTI	25097177				
MIRT001075	hsa-miR-155-5p	Homo sapiens	JARID2	3720	Homo sapiens	ChIP-seq//Luciferase reporter assay//Western blot	Functional MTI	26497687				
MIRT735029	hsa-miR-200c-3p	Homo sapiens	JAZF1	221895	Homo sapiens	Immunoblot//Luciferase reporter assay//qRT-PCR	Functional MTI	25985365				
MIRT005323	hsa-miR-21-5p	Homo sapiens	JMY	133746	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	18829576				
MIRT054386	hsa-miR-24-3p	Homo sapiens	JPH2	57158	Homo sapiens	Luciferase reporter assay	Functional MTI	22891046				
MIRT054835	hsa-miR-132-3p	Homo sapiens	JPT1	51155	Homo sapiens	Luciferase reporter assay//QRTPCR//Microarray//Western blot	Functional MTI	25538559				
MIRT006208	hsa-miR-155-5p	Homo sapiens	JUN	3725	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22508041				
MIRT053050	hsa-miR-203a-3p	Homo sapiens	JUN	3725	Homo sapiens	Immunoblot//Immunohistochemistry//In situ hybridization//Luciferase reporter assay//qRT-PCR	Functional MTI	23552555				
MIRT054258	hsa-miR-139-5p	Homo sapiens	JUN	3725	Homo sapiens	ChIP-seq//Flow//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25499265				
MIRT502178	hsa-miR-200b-3p	Homo sapiens	JUN	3725	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27979826				
MIRT731173	hsa-miR-1470	Homo sapiens	JUN	3725	Homo sapiens	qRT-PCR//Luciferase reporter assay//Western blot	Functional MTI	25545366				
MIRT734962	hsa-miR-216b-5p	Homo sapiens	JUN	3725	Homo sapiens	Luciferase reporter assay	Functional MTI	27173017				
MIRT004391	hsa-miR-199a-5p	Homo sapiens	JUNB	3726	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	25938468				
MIRT005353	hsa-miR-663a	Homo sapiens	JUNB	3726	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	20622002				
MIRT005353	hsa-miR-663a	Homo sapiens	JUNB	3726	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24014830				
MIRT005354	hsa-miR-663a	Homo sapiens	JUND	3727	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	20622002				
MIRT005354	hsa-miR-663a	Homo sapiens	JUND	3727	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	27184257				
MIRT733073	hsa-miR-29b-1-5p	Homo sapiens	JUND	3727	Homo sapiens	qRT-PCR//Western blot//Cell proliferation assays	Functional MTI	25788572				
MIRT004327	hsa-miR-181a-5p	Homo sapiens	KAT2B	8850	Homo sapiens	Western blot//Luciferase reporter assay	Functional MTI	18728182				
MIRT004328	hsa-miR-181b-5p	Homo sapiens	KAT2B	8850	Homo sapiens	Western blot//Luciferase reporter assay	Functional MTI	18728182				
MIRT004329	hsa-miR-25-3p	Homo sapiens	KAT2B	8850	Homo sapiens	Western blot//Luciferase reporter assay	Functional MTI	18728182				
MIRT004330	hsa-miR-32-5p	Homo sapiens	KAT2B	8850	Homo sapiens	Western blot//Luciferase reporter assay	Functional MTI	18728182				
MIRT004332	hsa-miR-93-5p	Homo sapiens	KAT2B	8850	Homo sapiens	Western blot//Luciferase reporter assay	Functional MTI	18728182				
MIRT004333	hsa-miR-106b-5p	Homo sapiens	KAT2B	8850	Homo sapiens	Western blot//Luciferase reporter assay	Functional MTI	18728182				
MIRT054344	hsa-miR-17-5p	Homo sapiens	KAT2B	8850	Homo sapiens	Immunocytochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23095762				
MIRT005097	hsa-miR-155-5p	Homo sapiens	KBTBD2	25948	Homo sapiens	Reporter assay	Other	Functional MTI	20584899			
MIRT438739	hsa-miR-210-3p	Homo sapiens	KCMF1	56888	Homo sapiens	Luciferase reporter assay	Functional MTI	24980667				
MIRT002924	hsa-miR-1-3p	Homo sapiens	KCNE1	3753	Homo sapiens	Luciferase reporter assay//Western blot//5\'RACE//Real time RT-PCR	Functional MTI	17443681				
MIRT006973	hsa-miR-296-3p	Homo sapiens	KCNH1	3756	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22999387				
MIRT054245	hsa-miR-34a-5p	Homo sapiens	KCNH1	3756	Homo sapiens	Western blot	Functional MTI	23569431				
MIRT004831	hsa-miR-133a-3p	Homo sapiens	KCNH2	3757	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	17344217				
MIRT004832	hsa-miR-133b	Homo sapiens	KCNH2	3757	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	17344217				
MIRT004832	hsa-miR-133b	Homo sapiens	KCNH2	3757	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25355491				
MIRT733204	hsa-miR-34a-5p	Homo sapiens	KCNH2	3757	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25355491				
MIRT734250	hsa-miR-328-3p	Homo sapiens	KCNH2	3757	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	25824027				
MIRT438674	hsa-miR-205-5p	Homo sapiens	KCNJ10	3766	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23950153				
MIRT001983	hsa-miR-1-3p	Homo sapiens	KCNJ2	3759	Homo sapiens	Luciferase reporter assay//Reporter assay	Other	Functional MTI	17401374			
MIRT001983	hsa-miR-1-3p	Homo sapiens	KCNJ2	3759	Homo sapiens	Luciferase reporter assay	Functional MTI	19775284				
MIRT001983	hsa-miR-1-3p	Homo sapiens	KCNJ2	3759	Homo sapiens	Western blot	Functional MTI	28112313				
MIRT007044	hsa-miR-212-3p	Homo sapiens	KCNJ2	3759	Homo sapiens	Immunoblot//Luciferase reporter assay//qRT-PCR	Functional MTI	22880819				
MIRT733633	hsa-miR-7-1-3p	Homo sapiens	KCNJ2	3759	Homo sapiens	Luciferase reporter assay	Functional MTI	25880778				
MIRT005943	hsa-miR-211-5p	Homo sapiens	KCNMA1	3778	Homo sapiens	Microarray//LacZ reporter assay	Functional MTI	21072171				
MIRT731965	hsa-miR-497-5p	Homo sapiens	KCNN4	3783	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27531900				
MIRT002925	hsa-miR-133a-3p	Homo sapiens	KCNQ1	3784	Homo sapiens	Luciferase reporter assay//Western blot//5\'RACE//Real time RT-PCR	Functional MTI	17443681				
MIRT020071	hsa-miR-375	Homo sapiens	KCNQ2	3785	Homo sapiens	Western blot	qRT-PCR	Microarray	Functional MTI	20584986		
MIRT054652	hsa-miR-190a-5p	Homo sapiens	KCNQ5	56479	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	24446351				
MIRT004579	hsa-miR-137	Homo sapiens	KDM1A	23028	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	20682795				
MIRT004579	hsa-miR-137	Homo sapiens	KDM1A	23028	Homo sapiens	Luciferase reporter assay	Functional MTI	23400681				
MIRT004579	hsa-miR-137	Homo sapiens	KDM1A	23028	Homo sapiens	Luciferase reporter assay	Functional MTI	24084696				
MIRT054713	hsa-miR-329-3p	Homo sapiens	KDM1A	23028	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24316513				
MIRT735512	hsa-miR-708-5p	Homo sapiens	KDM1A	23028	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26833707				
MIRT735013	hsa-miR-215-5p	Homo sapiens	KDM1B	221656	Homo sapiens	ChIP-seq//Luciferase reporter assay//Microarray//qRT-PCR	Functional MTI	26766590				
MIRT733299	hsa-miR-29b-3p	Homo sapiens	KDM2A	22992	Homo sapiens	ChIP-seq//Immunoprecipitaion//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27497248				
MIRT735348	hsa-miR-137	Homo sapiens	KDM2A	22992	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26461474				
MIRT733139	hsa-miR-448	Homo sapiens	KDM2B	84678	Homo sapiens	ChIP-seq//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26989077				
MIRT006439	hsa-miR-155-5p	Homo sapiens	KDM3A	55818	Homo sapiens	In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot//Immunohistochemistry//Microarray	Functional MTI	21541331				
MIRT437860	hsa-miR-627-5p	Homo sapiens	KDM3A	55818	Homo sapiens	GFP reporter assay//Western blot	Functional MTI	23619147				
MIRT053771	hsa-miR-34a-5p	Homo sapiens	KDM4A	9682	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24802408				
MIRT735349	hsa-miR-137	Homo sapiens	KDM4A	9682	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26461474				
MIRT734115	hsa-miR-491-5p	Homo sapiens	KDM4B	23030	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25725194				
MIRT731954	hsa-miR-424-5p	Homo sapiens	KDM5B	10765	Homo sapiens	Luciferase reporter assay	Functional MTI	28082020				
MIRT733617	hsa-miR-194-5p	Homo sapiens	KDM5B	10765	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27874950				
MIRT733617	hsa-miR-194-5p	Homo sapiens	KDM5B	10765	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27480251				
MIRT734611	hsa-miR-137	Homo sapiens	KDM5B	10765	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26621457				
MIRT734611	hsa-miR-137	Homo sapiens	KDM5B	10765	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26461474				
MIRT735143	hsa-miR-29a-3p	Homo sapiens	KDM5B	10765	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26131109				
MIRT734612	hsa-miR-138-5p	Homo sapiens	KDM5C	8242	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26621457				
MIRT289587	hsa-miR-941	Homo sapiens	KDM6B	23135	Homo sapiens	Luciferase reporter assay//Western blot//Immunofluorescence//qRT-PCR	Functional MTI	25049231				
MIRT289587	hsa-miR-941	Homo sapiens	KDM6B	23135	Homo sapiens	Flow//qRT-PCR//Western blot	Functional MTI	27755585				
MIRT735350	hsa-miR-137	Homo sapiens	KDM7A	80853	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26461474				
MIRT006442	hsa-miR-200b-3p	Homo sapiens	KDR	3791	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	21544626				
MIRT006442	hsa-miR-200b-3p	Homo sapiens	KDR	3791	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22499991				
MIRT006794	hsa-miR-16-5p	Homo sapiens	KDR	3791	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21885851				
MIRT052945	hsa-miR-1236-3p	Homo sapiens	KDR	3791	Homo sapiens	qRT-PCR//Western blot	Functional MTI	22223733				
MIRT053084	hsa-miR-17-3p	Homo sapiens	KDR	3791	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23258273				
MIRT054411	hsa-miR-200c-3p	Homo sapiens	KDR	3791	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	24205206				
MIRT437786	hsa-miR-15b-5p	Homo sapiens	KDR	3791	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23688497				
MIRT734907	hsa-miR-296-5p	Homo sapiens	KDR	3791	Homo sapiens	qRT-PCR//Western blot	Functional MTI	26500043				
MIRT735201	hsa-miR-199a-3p	Homo sapiens	KDR	3791	Homo sapiens	ELISA//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	28358369				
MIRT735491	hsa-miR-195-5p	Homo sapiens	KDR	3791	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27572273				
MIRT006704	hsa-miR-200a-3p	Homo sapiens	KEAP1	9817	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21914820				
MIRT025794	hsa-miR-7-5p	Homo sapiens	KEAP1	9817	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26453926				
MIRT053761	hsa-miR-141-3p	Homo sapiens	KEAP1	9817	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24628843				
MIRT053761	hsa-miR-141-3p	Homo sapiens	KEAP1	9817	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	23045278				
MIRT732669	hsa-miR-29a-3p	Homo sapiens	KEAP1	9817	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26552447				
MIRT735211	hsa-miR-141-5p	Homo sapiens	KEAP1	9817	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	25896253				
MIRT735541	hsa-miR-204-3p	Homo sapiens	KHDRBS1	10657	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot//Immunofluorescent Assay	Functional MTI	26656364				
MIRT006988	hsa-miR-27b-3p	Homo sapiens	KHSRP	8570	Homo sapiens	Western blot	 luciferase assay	Functional MTI	22615562			
MIRT735402	hsa-miR-195-5p	Homo sapiens	KIAA0100	9703	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	26338045				
MIRT734652	hsa-miR-4638-5p	Homo sapiens	KIDINS220	57498	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27329728				
MIRT732556	hsa-miR-29b-3p	Homo sapiens	KIF1B	23095	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26823729				
MIRT004856	hsa-miR-192-5p	Homo sapiens	KIF20B	9585	Homo sapiens	Luciferase reporter assay//qRT-PCR//Reporter assay	Microarray	Functional MTI	19074876			
MIRT000657	hsa-miR-424-5p	Homo sapiens	KIF23	9493	Homo sapiens	Luciferase reporter assay	Functional MTI	19956200				
MIRT732249	hsa-miR-20a-5p	Homo sapiens	KIF26B	55083	Homo sapiens	//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27499703				
MIRT003853	hsa-miR-1-3p	Homo sapiens	KIF2A	3796	Homo sapiens	Luciferase reporter assay//Microarray	Functional MTI	15685193				
MIRT004016	hsa-miR-183-5p	Homo sapiens	KIF2A	3796	Homo sapiens	Immunoblot//Immunocytochemistry//Luciferase reporter assay//qRT-PCR//Reporter assay	Other	Functional MTI	19940135			
MIRT438097	hsa-miR-203a-3p	Homo sapiens	KIF2A	3796	Homo sapiens	Luciferase reporter assay	Functional MTI	23884313				
MIRT126758	hsa-miR-203a-3p	Homo sapiens	KIF5B	3799	Homo sapiens	Luciferase reporter assay	Functional MTI	23884313				
MIRT607371	hsa-miR-135a-3p	Homo sapiens	KIFC1	3833	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27366092				
MIRT001779	hsa-miR-222-3p	Homo sapiens	KIT	3815	Homo sapiens	qRT-PCR//Western blot	Functional MTI	18417445				
MIRT001779	hsa-miR-222-3p	Homo sapiens	KIT	3815	Homo sapiens	Luciferase reporter assay	Functional MTI	18246122				
MIRT001779	hsa-miR-222-3p	Homo sapiens	KIT	3815	Homo sapiens	Luciferase reporter assay	Functional MTI	18983236				
MIRT001779	hsa-miR-222-3p	Homo sapiens	KIT	3815	Homo sapiens	Northern blot//qRT-PCR//Western blot	Functional MTI	16365291				
MIRT001779	hsa-miR-222-3p	Homo sapiens	KIT	3815	Homo sapiens	Reporter assay	Functional MTI	16330772				
MIRT001779	hsa-miR-222-3p	Homo sapiens	KIT	3815	Homo sapiens	Luciferase reporter assay//qRT-PCR//microarray//Western blotting	Functional MTI	23969726				
MIRT001780	hsa-miR-221-3p	Homo sapiens	KIT	3815	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	19088079				
MIRT001780	hsa-miR-221-3p	Homo sapiens	KIT	3815	Homo sapiens	qRT-PCR//Western blot	Functional MTI	19126397				
MIRT001780	hsa-miR-221-3p	Homo sapiens	KIT	3815	Homo sapiens	Luciferase reporter assay	Functional MTI	18246122				
MIRT001780	hsa-miR-221-3p	Homo sapiens	KIT	3815	Homo sapiens	Luciferase reporter assay	Functional MTI	18983236				
MIRT001780	hsa-miR-221-3p	Homo sapiens	KIT	3815	Homo sapiens	qRT-PCR//Western blot	Functional MTI	18417445				
MIRT001780	hsa-miR-221-3p	Homo sapiens	KIT	3815	Homo sapiens	Northern blot//qRT-PCR//Western blot	Functional MTI	16365291				
MIRT001780	hsa-miR-221-3p	Homo sapiens	KIT	3815	Homo sapiens	Reporter assay	Microarray	Functional MTI	20018759			
MIRT001780	hsa-miR-221-3p	Homo sapiens	KIT	3815	Homo sapiens	Reporter assay	Functional MTI	16330772				
MIRT005371	hsa-miR-146b-5p	Homo sapiens	KIT	3815	Homo sapiens	Northern blot//qRT-PCR//Western blot	Functional MTI	16365291				
MIRT006179	hsa-miR-19a-3p	Homo sapiens	KIT	3815	Homo sapiens	Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot	Functional MTI	21880628				
MIRT006180	hsa-miR-20a-5p	Homo sapiens	KIT	3815	Homo sapiens	Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot	Functional MTI	21880628				
MIRT054626	hsa-miR-199b-5p	Homo sapiens	KIT	3815	Homo sapiens	ChIP-seq//Flow//qRT-PCR//Western blot	Functional MTI	24608802				
MIRT437423	hsa-miR-137	Homo sapiens	KIT	3815	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24465609				
MIRT438239	hsa-miR-34a-5p	Homo sapiens	KIT	3815	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	24009080				
MIRT438239	hsa-miR-34a-5p	Homo sapiens	KIT	3815	Homo sapiens	Luciferase reporter assay	Functional MTI	27056900				
